"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"09.09.2021","261,95","268,73","268,73","261,38","46,96B","-2,59%"
"08.09.2021","268,92","269,45","272,00","264,60","50,19B","0,27%"
"07.09.2021","268,20","271,85","274,20","265,25","54,76B","-0,83%"
"06.09.2021","270,45","263,13","272,70","262,50","67,94B","3,23%"
"03.09.2021","262,00","262,50","264,50","259,25","43,19B","-0,09%"
"02.09.2021","262,23","266,65","267,50","260,75","37,37B","-1,42%"
"01.09.2021","266,00","264,98","266,08","262,05","39,28B","0,97%"
"31.08.2021","263,45","261,75","264,98","260,88","72,04B","1,04%"
"30.08.2021","260,75","254,05","261,25","254,05","51,01B","2,65%"
"27.08.2021","254,02","251,35","254,38","248,50","32,76B","1,52%"
"26.08.2021","250,22","254,98","255,42","249,00","30,24B","-2,04%"
"25.08.2021","255,42","255,33","256,45","252,00","25,78B","0,04%"
"24.08.2021","255,33","256,92","258,70","252,85","34,83B","-0,46%"
"23.08.2021","256,50","256,50","257,08","254,68","22,21B","1,21%"
"20.08.2021","253,43","252,02","255,50","247,90","43,96B","0,41%"
"19.08.2021","252,40","255,07","255,10","249,13","66,39B","-1,39%"
"18.08.2021","255,95","263,20","263,98","255,68","36,49B","-2,28%"
"17.08.2021","261,92","261,50","265,45","260,60","51,88B","0,00%"
"16.08.2021","261,92","256,48","262,10","255,33","30,98B","1,83%"
"13.08.2021","257,23","260,35","263,35","256,48","34,63B","-1,21%"
"12.08.2021","260,38","265,75","267,00","259,05","59,33B","-1,97%"
"11.08.2021","265,60","259,50","265,67","257,88","67,71B","2,45%"
"10.08.2021","259,25","256,57","260,63","255,50","58,44B","1,66%"
"09.08.2021","255,02","249,00","257,25","247,00","60,26B","2,12%"
"06.08.2021","249,73","248,63","251,63","246,82","44,81B","0,53%"
"05.08.2021","248,40","245,97","249,98","245,00","40,72B","1,13%"
"04.08.2021","245,63","245,50","245,90","244,23","27,36B","0,27%"
"03.08.2021","244,97","244,13","246,42","240,50","33,81B","0,43%"
"02.08.2021","243,93","244,50","247,00","242,93","53,90B","0,67%"
"30.07.2021","242,30","241,80","244,23","238,35","78,41B","0,21%"
"29.07.2021","241,80","240,90","245,00","239,22","58,82B","0,75%"
"28.07.2021","240,00","231,70","240,75","231,15","61,95B","3,82%"
"27.07.2021","231,17","232,38","233,48","230,00","47,61B","-0,74%"
"26.07.2021","232,90","232,55","233,93","231,62","32,57B","-0,33%"
"23.07.2021","233,68","234,52","235,23","232,65","24,87B","-0,05%"
"22.07.2021","233,80","235,03","237,05","232,98","29,55B","-0,36%"
"21.07.2021","234,65","231,25","235,00","230,05","24,71B","1,47%"
"20.07.2021","231,25","230,55","232,63","229,00","36,80B","0,54%"
"19.07.2021","230,00","235,50","236,07","228,43","63,34B","-2,65%"
"16.07.2021","236,25","235,95","238,75","235,30","33,68B","0,13%"
"15.07.2021","235,95","236,50","239,25","234,40","38,18B","-0,25%"
"14.07.2021","236,55","235,30","237,38","234,60","39,41B","-1,90%"
"13.07.2021","241,13","244,97","245,27","240,60","36,67B","-1,36%"
"12.07.2021","244,45","245,88","246,50","242,78","31,08B","-0,21%"
"09.07.2021","244,97","244,00","245,88","242,10","34,23B","0,62%"
"08.07.2021","243,48","245,50","245,82","242,00","45,35B","-1,43%"
"07.07.2021","247,00","248,45","249,65","245,33","48,49B","-0,16%"
"06.07.2021","247,40","253,60","254,38","245,52","62,11B","-2,11%"
"05.07.2021","252,72","244,50","253,88","243,55","65,53B","3,64%"
"02.07.2021","243,85","244,50","245,05","242,75","21,94B","-0,30%"
"01.07.2021","244,57","242,82","245,50","242,45","40,35B","0,91%"
"30.06.2021","242,38","244,00","244,90","238,00","75,77B","-0,38%"
"29.06.2021","243,30","247,52","248,00","240,75","52,18B","-1,91%"
"28.06.2021","248,05","244,17","248,63","231,65","57,72B","2,00%"
"25.06.2021","243,17","243,25","244,70","241,53","21,85B","0,28%"
"24.06.2021","242,50","241,95","246,07","240,20","52,39B","0,57%"
"23.06.2021","241,13","241,68","243,05","239,68","28,80B","0,00%"
"22.06.2021","241,13","242,53","243,15","239,50","39,05B","-0,08%"
"21.06.2021","241,32","235,95","242,50","233,50","58,90B","1,94%"
"18.06.2021","236,73","242,20","242,40","236,00","73,77B","-2,30%"
"17.06.2021","242,30","240,92","243,60","238,90","60,69B","0,17%"
"16.06.2021","241,90","245,88","248,10","239,47","71,93B","-1,60%"
"15.06.2021","245,82","250,00","251,47","244,02","57,35B","-1,54%"
"14.06.2021","249,67","252,45","253,72","249,00","30,65B","-0,93%"
"11.06.2021","252,02","252,13","254,80","249,70","45,93B","0,29%"
"10.06.2021","251,30","256,00","256,80","250,15","51,29B","-1,77%"
"09.06.2021","255,82","250,32","255,97","250,13","77,69B","2,33%"
"08.06.2021","250,00","243,02","250,50","242,95","77,01B","2,47%"
"07.06.2021","243,98","242,00","245,30","241,53","32,93B","0,37%"
"04.06.2021","243,08","247,18","247,22","239,30","78,83B","-1,56%"
"03.06.2021","246,93","250,47","251,47","244,57","60,12B","-1,07%"
"02.06.2021","249,60","248,00","249,73","244,30","59,83B","0,75%"
"01.06.2021","247,75","244,50","250,25","243,75","100,72B","1,64%"
"31.05.2021","243,75","242,00","244,85","242,00","38,98B","0,73%"
"28.05.2021","241,98","244,45","245,45","239,15","54,17B","-0,62%"
"27.05.2021","243,48","237,10","245,95","234,10","189,41B","2,55%"
"26.05.2021","237,43","227,98","238,85","227,57","170,85B","4,68%"
"25.05.2021","226,80","227,25","228,28","225,75","43,75B","-0,12%"
"24.05.2021","227,07","229,05","230,38","225,73","52,74B","-0,42%"
"21.05.2021","228,02","232,20","232,20","225,80","84,41B","-1,54%"
"20.05.2021","231,60","227,45","233,35","223,85","144,57B","2,25%"
"19.05.2021","226,50","226,00","237,10","220,55","347,11B","-0,81%"
"18.05.2021","228,35","240,75","242,90","228,00","218,99B","-4,77%"
"17.05.2021","239,80","251,63","251,68","238,83","105,45B","-4,22%"
"14.05.2021","250,37","256,50","257,75","248,00","55,32B","-1,92%"
"13.05.2021","255,27","243,63","256,30","242,85","78,54B","5,04%"
"12.05.2021","243,02","249,25","250,50","242,02","85,05B","-1,97%"
"11.05.2021","247,90","253,50","258,20","247,50","87,19B","-2,58%"
"10.05.2021","254,48","265,00","265,98","251,10","64,94B","-3,47%"
"07.05.2021","263,63","272,48","272,75","262,10","56,93B","-2,87%"
"06.05.2021","271,43","271,00","274,23","267,82","37,97B","0,30%"
"05.05.2021","270,63","274,15","278,27","267,65","76,30B","-1,04%"
"04.05.2021","273,48","259,45","274,50","258,60","144,39B","6,00%"
"30.04.2021","258,00","249,13","258,40","247,77","73,64B","3,18%"
"29.04.2021","250,05","253,10","256,20","247,25","66,68B","-0,64%"
"28.04.2021","251,65","258,50","258,60","250,70","72,04B","-1,88%"
"27.04.2021","256,48","256,57","258,85","254,40","59,69B","-0,04%"
"26.04.2021","256,57","259,00","260,80","252,05","107,43B","-0,09%"
"23.04.2021","256,80","240,80","257,50","240,47","192,19B","7,00%"
"22.04.2021","240,00","240,00","241,35","236,10","57,18B","0,29%"
"21.04.2021","239,30","233,82","239,75","232,48","67,80B","2,21%"
"20.04.2021","234,13","233,38","241,00","229,63","136,89B","0,87%"
"19.04.2021","232,10","238,00","239,00","231,75","53,90B","-2,22%"
"16.04.2021","237,38","233,78","237,70","232,82","52,25B","2,42%"
"15.04.2021","231,78","229,50","233,52","228,22","39,62B","-0,87%"
"14.04.2021","233,80","228,60","235,90","228,13","83,23B","2,81%"
"13.04.2021","227,40","221,35","227,50","220,82","55,40B","3,32%"
"12.04.2021","220,10","218,07","222,50","216,75","27,51B","0,62%"
"09.04.2021","218,75","220,30","220,72","217,00","30,69B","-0,69%"
"08.04.2021","220,27","221,90","224,90","219,32","50,38B","-0,10%"
"07.04.2021","220,50","214,50","222,00","213,38","56,02B","2,80%"
"06.04.2021","214,50","222,42","224,68","214,15","96,21B","-3,32%"
"05.04.2021","221,88","214,30","222,15","213,63","71,71B","3,55%"
"02.04.2021","214,27","214,05","215,88","210,35","38,69B","0,65%"
"01.04.2021","212,90","215,00","218,18","211,50","93,83B","-0,32%"
"31.03.2021","213,58","199,57","214,45","199,25","183,38B","7,16%"
"30.03.2021","199,30","194,75","199,68","194,25","36,33B","2,77%"
"29.03.2021","193,93","191,65","194,50","190,68","25,07B","1,06%"
"26.03.2021","191,90","190,50","192,30","190,50","12,09B","0,87%"
"25.03.2021","190,25","189,60","190,82","188,35","13,87B","0,36%"
"24.03.2021","189,57","189,95","190,97","189,07","13,80B","0,30%"
"23.03.2021","189,00","190,45","191,45","188,13","22,98B","-0,94%"
"22.03.2021","190,80","189,40","193,00","188,60","29,56B","0,82%"
"19.03.2021","189,25","188,25","190,15","187,10","27,79B","0,64%"
"18.03.2021","188,05","191,65","192,25","187,23","26,27B","-1,58%"
"17.03.2021","191,07","193,55","194,13","189,23","26,22B","-1,42%"
"16.03.2021","193,82","192,45","194,60","191,50","19,21B","0,51%"
"15.03.2021","192,85","191,50","194,00","191,03","22,97B","1,03%"
"12.03.2021","190,88","191,40","191,48","189,87","12,85B","-0,24%"
"11.03.2021","191,33","192,35","193,28","189,07","24,74B","-0,12%"
"10.03.2021","191,55","191,50","195,45","190,42","26,42B","-0,40%"
"09.03.2021","192,32","188,20","193,18","187,98","40,89B","2,33%"
"05.03.2021","187,95","185,83","188,00","184,83","25,89B","1,66%"
"04.03.2021","184,88","187,40","188,78","184,25","31,21B","-1,26%"
"03.03.2021","187,23","188,85","190,42","186,50","25,69B","-0,43%"
"02.03.2021","188,02","186,47","188,65","185,63","19,74B","0,59%"
"01.03.2021","186,93","186,28","187,30","186,07","14,72B","0,84%"
"26.02.2021","185,38","186,40","188,60","184,80","33,57B","-0,91%"
"25.02.2021","187,08","187,75","190,50","186,63","36,46B","-0,17%"
"24.02.2021","187,40","186,00","187,90","185,55","16,62B","0,35%"
"22.02.2021","186,75","187,32","188,13","184,85","10,34B","0,11%"
"20.02.2021","186,55","186,45","186,90","185,75","3,10B","-0,19%"
"19.02.2021","186,90","184,02","187,32","183,57","20,67B","1,19%"
"18.02.2021","184,70","188,68","188,68","183,77","25,72B","-1,96%"
"17.02.2021","188,40","189,27","191,50","186,90","23,41B","-0,55%"
"16.02.2021","189,45","190,75","191,13","188,50","15,73B","-0,50%"
"15.02.2021","190,40","189,20","190,72","188,75","21,42B","1,05%"
"12.02.2021","188,43","186,57","188,45","184,73","20,14B","0,57%"
"11.02.2021","187,35","187,00","188,65","186,18","12,24B","0,27%"
"10.02.2021","186,85","189,25","190,35","186,40","16,87B","-1,15%"
"09.02.2021","189,02","192,00","192,13","187,95","25,18B","-1,25%"
"08.02.2021","191,42","190,10","191,70","190,10","20,10B","1,06%"
"05.02.2021","189,42","187,27","190,38","186,57","29,79B","1,35%"
"04.02.2021","186,90","184,60","187,00","184,60","18,43B","1,03%"
"03.02.2021","185,00","185,70","186,88","183,75","22,62B","0,15%"
"02.02.2021","184,73","185,50","187,65","184,25","27,94B","0,00%"
"01.02.2021","184,73","184,00","185,73","183,18","20,88B","0,85%"
"29.01.2021","183,18","184,68","184,77","182,75","22,26B","-1,23%"
"28.01.2021","185,45","185,00","186,60","182,00","34,13B","0,07%"
"27.01.2021","185,32","189,00","189,42","185,10","24,57B","-1,74%"
"26.01.2021","188,60","187,75","189,13","186,75","18,56B","0,00%"
"25.01.2021","188,60","188,00","189,50","187,02","25,86B","0,94%"
"22.01.2021","186,85","188,25","188,70","185,40","33,45B","-1,32%"
"21.01.2021","189,35","194,90","194,95","188,95","37,89B","-2,37%"
"20.01.2021","193,95","193,40","194,55","193,00","24,79B","0,38%"
"19.01.2021","193,22","197,35","197,38","192,75","33,88B","-1,32%"
"18.01.2021","195,80","196,88","197,20","193,77","39,20B","-1,01%"
"15.01.2021","197,80","198,68","207,20","196,00","84,25B","-0,79%"
"14.01.2021","199,38","198,95","200,50","196,30","26,62B","0,35%"
"13.01.2021","198,68","201,00","202,30","197,55","37,11B","-1,10%"
"12.01.2021","200,87","200,23","202,75","198,75","50,01B","0,71%"
"11.01.2021","199,45","193,73","200,25","192,05","60,32B","2,44%"
"08.01.2021","194,70","192,58","195,47","192,22","39,65B","1,84%"
"06.01.2021","191,18","192,90","192,97","190,25","25,48B","-0,55%"
"05.01.2021","192,22","189,63","193,00","189,27","28,79B","1,37%"
"04.01.2021","189,63","190,50","192,60","189,00","23,94B","0,08%"
"30.12.2020","189,48","189,45","190,90","187,50","17,78B","0,37%"
"29.12.2020","188,78","190,90","191,10","187,32","16,67B","-0,67%"
"28.12.2020","190,05","191,50","191,57","189,50","18,44B","0,16%"
"25.12.2020","189,75","189,20","190,38","189,00","9,90B","0,32%"
"24.12.2020","189,15","190,75","191,35","188,35","17,87B","-0,30%"
"23.12.2020","189,72","186,47","190,72","185,77","33,25B","1,99%"
"22.12.2020","186,02","184,50","187,70","183,77","27,84B","0,07%"
"21.12.2020","185,90","189,80","190,23","182,58","58,56B","-2,54%"
"18.12.2020","190,75","190,75","191,82","189,13","29,67B","-0,52%"
"17.12.2020","191,75","191,75","194,70","190,03","48,36B","0,09%"
"16.12.2020","191,57","189,13","192,50","188,50","64,51B","1,46%"
"15.12.2020","188,82","188,53","190,20","188,05","39,28B","-0,17%"
"14.12.2020","189,15","190,75","193,48","187,50","63,81B","-0,30%"
"11.12.2020","189,72","190,38","191,15","188,50","35,75B","-0,22%"
"10.12.2020","190,15","187,13","190,70","186,15","47,84B","1,90%"
"09.12.2020","186,60","187,65","189,70","186,25","31,23B","-0,43%"
"08.12.2020","187,40","187,43","189,00","185,25","26,20B","-0,03%"
"07.12.2020","187,45","189,00","189,93","187,23","25,91B","-0,91%"
"04.12.2020","189,17","189,20","190,50","188,50","39,95B","0,21%"
"03.12.2020","188,78","189,95","192,15","186,70","46,39B","-0,57%"
"02.12.2020","189,85","187,75","190,25","187,35","33,25B","0,72%"
"01.12.2020","188,50","186,93","189,13","186,35","29,87B","1,32%"
"30.11.2020","186,05","188,53","189,25","185,02","44,63B","-1,47%"
"27.11.2020","188,82","185,50","191,00","183,92","110,56B","2,07%"
"26.11.2020","185,00","184,32","187,20","183,00","71,43B","0,49%"
"25.11.2020","184,10","184,70","185,75","182,22","51,55B","-0,31%"
"24.11.2020","184,68","183,48","184,98","182,18","31,58B","1,11%"
"23.11.2020","182,65","183,35","185,00","181,27","31,81B","-0,04%"
"20.11.2020","182,73","180,50","184,22","180,25","34,49B","1,23%"
"19.11.2020","180,50","180,25","181,32","178,45","27,25B","0,14%"
"18.11.2020","180,25","180,05","183,40","177,17","42,89B","-0,41%"
"17.11.2020","181,00","185,95","186,23","179,50","67,09B","-2,69%"
"16.11.2020","186,00","184,75","186,50","183,03","87,17B","1,64%"
"13.11.2020","183,00","179,65","185,25","178,72","107,16B","1,85%"
"12.11.2020","179,68","170,00","183,03","169,25","108,57B","5,26%"
"11.11.2020","170,70","173,55","176,10","170,60","59,20B","-1,44%"
"10.11.2020","173,20","171,90","174,18","170,82","36,27B","0,73%"
"09.11.2020","171,95","169,50","173,10","168,13","65,19B","2,34%"
"06.11.2020","168,02","167,85","168,63","166,00","23,50B","-0,12%"
"05.11.2020","168,23","167,10","168,95","165,78","40,43B","2,09%"
"03.11.2020","164,77","165,00","166,48","163,53","34,42B","0,27%"
"02.11.2020","164,32","163,15","164,57","160,50","24,61B","0,61%"
"30.10.2020","163,32","162,37","166,10","161,10","30,38B","-0,29%"
"29.10.2020","163,80","161,85","165,50","160,25","39,28B","1,66%"
"28.10.2020","161,13","167,17","167,17","161,00","35,78B","-3,62%"
"27.10.2020","167,17","170,80","172,13","167,00","23,80B","-1,99%"
"26.10.2020","170,58","173,63","173,65","169,42","26,68B","-1,93%"
"23.10.2020","173,92","173,05","175,72","171,35","39,23B","0,42%"
"22.10.2020","173,20","167,00","173,90","166,25","65,65B","3,10%"
"21.10.2020","168,00","169,80","173,35","166,63","91,92B","-0,86%"
"20.10.2020","169,45","159,00","169,90","157,50","107,52B","6,82%"
"19.10.2020","158,63","160,60","161,48","158,13","21,28B","-0,92%"
"16.10.2020","160,10","163,00","163,38","160,03","19,95B","-1,94%"
"15.10.2020","163,28","165,60","165,93","162,02","25,03B","-1,72%"
"14.10.2020","166,13","164,82","166,48","164,02","12,84B","0,56%"
"13.10.2020","165,20","165,90","166,90","164,57","12,16B","-0,57%"
"12.10.2020","166,15","165,98","167,70","165,57","13,35B","0,08%"
"09.10.2020","166,02","167,38","167,38","165,02","13,95B","-0,57%"
"08.10.2020","166,98","167,00","167,52","165,27","18,56B","-0,03%"
"07.10.2020","167,02","169,00","169,75","165,95","23,75B","-1,14%"
"06.10.2020","168,95","168,72","170,32","168,48","14,22B","0,12%"
"05.10.2020","168,75","169,75","169,90","168,00","14,81B","-0,25%"
"02.10.2020","169,18","168,70","169,50","167,55","19,76B","-1,21%"
"01.10.2020","171,25","173,22","173,53","170,75","14,04B","-0,65%"
"30.09.2020","172,38","172,73","173,75","171,35","19,44B","-0,30%"
"29.09.2020","172,90","172,50","174,40","168,15","33,61B","0,25%"
"28.09.2020","172,48","171,28","172,95","170,85","18,39B","0,79%"
"25.09.2020","171,12","171,70","171,95","169,55","18,76B","-0,15%"
"24.09.2020","171,38","170,70","173,00","170,10","35,48B","-0,23%"
"23.09.2020","171,77","173,00","174,38","171,50","27,37B","-0,81%"
"22.09.2020","173,18","174,18","175,57","171,50","51,07B","-0,63%"
"21.09.2020","174,28","177,38","177,38","172,75","27,06B","-1,79%"
"18.09.2020","177,45","178,80","179,00","176,27","22,40B","-0,60%"
"17.09.2020","178,52","178,05","178,85","176,72","24,48B","-0,25%"
"16.09.2020","178,97","181,20","181,73","178,42","22,06B","-1,08%"
"15.09.2020","180,93","179,15","181,25","178,17","24,93B","1,08%"
"14.09.2020","179,00","177,65","179,38","177,40","24,48B","1,07%"
"11.09.2020","177,10","176,20","177,20","175,45","13,26B","0,77%"
"10.09.2020","175,75","175,25","177,43","173,07","24,68B","0,34%"
"09.09.2020","175,15","174,15","175,30","173,55","14,81B","0,59%"
"08.09.2020","174,13","176,25","176,43","172,50","26,90B","-1,09%"
"07.09.2020","176,05","176,25","177,23","175,43","14,16B","-0,35%"
"04.09.2020","176,68","174,92","177,00","174,02","20,97B","0,73%"
"03.09.2020","175,40","177,68","178,10","174,63","34,15B","-1,34%"
"02.09.2020","177,78","180,50","180,80","175,80","29,99B","-1,41%"
"01.09.2020","180,33","177,17","180,42","176,85","24,62B","1,95%"
"31.08.2020","176,88","180,30","180,97","175,28","29,83B","-1,60%"
"28.08.2020","179,75","180,78","181,38","179,00","15,12B","-0,39%"
"27.08.2020","180,45","180,25","181,85","179,75","22,39B","0,07%"
"26.08.2020","180,33","178,95","180,40","176,80","31,80B","0,60%"
"25.08.2020","179,25","181,60","182,30","178,25","36,27B","-1,28%"
"24.08.2020","181,58","182,30","183,30","180,03","41,05B","-0,12%"
"21.08.2020","181,80","185,05","185,50","180,38","34,66B","-1,65%"
"20.08.2020","184,85","186,63","186,72","183,55","29,01B","-1,27%"
"19.08.2020","187,23","186,60","188,30","186,23","18,07B","0,24%"
"18.08.2020","186,77","187,88","188,68","185,85","19,46B","-0,68%"
"17.08.2020","188,05","189,25","190,50","186,85","36,07B","-0,29%"
"14.08.2020","188,60","188,90","189,23","186,38","25,08B","0,21%"
"13.08.2020","188,20","187,95","189,93","187,27","34,54B","-0,11%"
"12.08.2020","188,40","185,85","188,50","184,68","39,96B","2,03%"
"11.08.2020","184,65","183,25","187,27","183,03","59,06B","0,48%"
"10.08.2020","183,77","183,50","185,25","182,55","40,06B","0,10%"
"07.08.2020","183,60","189,10","189,70","182,98","100,29B","-2,93%"
"06.08.2020","189,15","192,80","193,90","187,15","85,66B","-1,87%"
"05.08.2020","192,75","202,65","203,63","190,55","187,09B","-4,54%"
"04.08.2020","201,93","201,00","203,52","199,25","43,71B","0,65%"
"03.08.2020","200,63","194,18","200,68","193,80","66,52B","3,54%"
"31.07.2020","193,77","192,20","194,50","192,20","28,32B","0,38%"
"30.07.2020","193,05","192,50","195,57","191,25","45,25B","-1,61%"
"29.07.2020","196,20","194,10","196,47","192,50","40,38B","0,86%"
"28.07.2020","194,52","196,50","197,57","193,70","32,23B","-0,78%"
"27.07.2020","196,05","190,50","197,50","190,23","90,60B","3,32%"
"24.07.2020","189,75","187,45","190,13","185,60","29,50B","1,29%"
"23.07.2020","187,32","190,72","191,03","185,80","37,91B","-1,12%"
"22.07.2020","189,45","189,93","191,75","187,60","50,34B","-0,47%"
"21.07.2020","190,35","185,75","193,60","185,75","140,52B","2,61%"
"20.07.2020","185,50","174,00","185,68","173,25","107,90B","6,61%"
"17.07.2020","174,00","174,07","174,40","173,02","15,44B","-0,03%"
"16.07.2020","174,05","173,80","174,70","173,13","14,55B","-0,53%"
"15.07.2020","174,98","175,00","175,28","173,70","20,38B","0,23%"
"14.07.2020","174,57","175,05","175,28","170,90","37,32B","-0,24%"
"13.07.2020","175,00","176,80","176,98","174,77","21,76B","-0,67%"
"10.07.2020","176,17","174,70","176,27","174,30","21,52B","0,17%"
"09.07.2020","175,88","178,20","178,20","175,00","25,57B","-0,94%"
"08.07.2020","177,55","178,52","178,75","176,38","28,62B","-0,63%"
"07.07.2020","178,68","179,97","180,00","178,27","21,10B","-0,96%"
"06.07.2020","180,40","179,88","180,80","179,00","25,80B","1,15%"
"03.07.2020","178,35","177,57","178,48","176,90","16,98B","0,73%"
"02.07.2020","177,05","175,65","177,90","175,65","21,61B","1,03%"
"30.06.2020","175,25","177,10","177,75","174,60","21,46B","-1,23%"
"29.06.2020","177,43","175,88","177,55","174,22","19,42B","0,95%"
"26.06.2020","175,75","177,90","178,50","175,20","19,43B","-1,26%"
"25.06.2020","178,00","175,53","178,00","174,88","26,36B","0,17%"
"23.06.2020","177,70","177,72","179,40","177,15","20,51B","-0,07%"
"22.06.2020","177,82","177,00","178,75","176,15","36,66B","0,88%"
"19.06.2020","176,27","180,60","181,75","176,27","53,98B","-1,80%"
"18.06.2020","179,50","182,15","182,48","179,15","32,68B","-1,64%"
"17.06.2020","182,50","184,60","185,80","182,25","24,87B","-1,03%"
"16.06.2020","184,40","186,00","187,15","184,00","25,79B","0,10%"
"15.06.2020","184,22","180,75","185,25","179,15","28,89B","0,27%"
"11.06.2020","183,73","186,35","186,40","182,20","36,96B","-2,22%"
"10.06.2020","187,90","188,85","189,07","186,82","22,76B","-0,32%"
"09.06.2020","188,50","189,00","189,17","185,83","27,80B","0,01%"
"08.06.2020","188,48","188,75","189,72","187,00","37,00B","0,27%"
"05.06.2020","187,98","186,55","188,38","185,95","31,46B","1,20%"
"04.06.2020","185,75","189,35","189,50","184,00","48,04B","-2,19%"
"03.06.2020","189,90","186,30","189,90","186,25","45,95B","2,17%"
"02.06.2020","185,88","183,70","185,88","183,25","46,05B","1,46%"
"01.06.2020","183,20","182,10","183,65","181,35","38,48B","0,91%"
"29.05.2020","181,55","179,50","181,55","176,50","41,18B","0,95%"
"28.05.2020","179,85","177,98","180,30","177,05","40,13B","1,64%"
"27.05.2020","176,95","175,45","178,25","175,25","36,44B","0,83%"
"26.05.2020","175,50","175,90","177,85","175,30","28,69B","0,27%"
"25.05.2020","175,02","174,02","175,45","174,02","11,94B","0,97%"
"22.05.2020","173,35","173,50","174,40","172,65","21,24B","-0,83%"
"21.05.2020","174,80","176,30","177,10","173,92","34,19B","-0,71%"
"20.05.2020","176,05","173,98","176,17","173,15","27,89B","1,09%"
"19.05.2020","174,15","175,50","177,15","173,35","30,09B","-0,46%"
"18.05.2020","174,95","173,10","175,23","172,50","25,54B","2,27%"
"15.05.2020","171,07","173,10","174,25","171,07","21,68B","-0,28%"
"14.05.2020","171,55","170,20","172,50","169,57","28,92B","0,31%"
"13.05.2020","171,03","175,00","175,20","171,03","34,69B","-2,79%"
"12.05.2020","175,93","176,80","177,55","175,50","20,40B","-0,54%"
"08.05.2020","176,88","178,05","178,93","175,25","27,30B","-0,44%"
"07.05.2020","177,65","177,25","179,70","176,88","26,87B","0,62%"
"06.05.2020","176,55","177,48","179,48","176,53","33,14B","-0,47%"
"05.05.2020","177,38","176,32","178,27","175,80","29,97B","1,76%"
"04.05.2020","174,30","172,50","175,50","170,52","32,90B","-0,11%"
"30.04.2020","174,50","178,00","179,18","173,80","44,16B","-0,84%"
"29.04.2020","175,98","173,75","176,15","173,25","38,85B","2,01%"
"28.04.2020","172,50","169,38","175,00","168,93","56,80B","1,77%"
"27.04.2020","169,50","168,50","170,43","168,25","22,89B","0,58%"
"24.04.2020","168,52","170,48","170,80","168,00","35,76B","-1,65%"
"23.04.2020","171,35","171,25","172,28","169,10","43,62B","0,79%"
"22.04.2020","170,00","164,75","170,85","163,55","55,75B","2,72%"
"21.04.2020","165,50","166,55","166,90","163,20","60,63B","-2,09%"
"20.04.2020","169,03","169,50","171,38","168,00","40,67B","-1,44%"
"17.04.2020","171,50","174,00","174,00","170,00","40,59B","0,88%"
"16.04.2020","170,00","167,45","172,32","163,50","87,10B","2,29%"
"15.04.2020","166,20","175,60","175,93","165,88","89,84B","-6,14%"
"14.04.2020","177,08","182,00","182,25","175,98","58,14B","-1,35%"
"13.04.2020","179,50","182,88","185,63","179,07","70,64B","-1,89%"
"10.04.2020","182,95","181,00","183,90","177,50","63,27B","0,52%"
"09.04.2020","182,00","178,02","184,70","176,88","126,41B","4,00%"
"08.04.2020","175,00","171,85","175,00","169,60","62,95B","1,83%"
"07.04.2020","171,85","170,75","176,00","170,13","129,60B","2,08%"
"06.04.2020","168,35","162,50","169,30","161,85","85,02B","4,96%"
"03.04.2020","160,40","160,00","163,00","159,13","69,40B","-0,30%"
"02.04.2020","160,88","163,85","164,98","155,88","83,79B","0,45%"
"01.04.2020","160,15","158,20","161,90","157,80","57,94B","-1,75%"
"31.03.2020","163,00","161,73","163,47","158,97","72,34B","3,00%"
"30.03.2020","158,25","153,70","158,97","149,10","78,15B","1,77%"
"27.03.2020","155,50","164,75","164,75","154,27","60,80B","-4,31%"
"26.03.2020","162,50","163,47","167,00","160,50","64,72B","-0,91%"
"25.03.2020","164,00","168,00","177,43","158,50","131,96B","-0,24%"
"24.03.2020","164,40","165,13","167,48","162,00","63,29B","4,05%"
"23.03.2020","158,00","150,25","162,37","150,25","80,08B","0,32%"
"20.03.2020","157,50","155,82","165,13","155,45","117,47B","3,04%"
"19.03.2020","152,85","142,50","153,25","139,27","101,20B","8,64%"
"18.03.2020","140,70","145,50","146,95","138,00","90,60B","-5,36%"
"17.03.2020","148,68","151,10","157,20","144,53","90,65B","-1,38%"
"16.03.2020","150,75","151,65","154,72","143,77","118,85B","-4,51%"
"13.03.2020","157,88","158,78","164,98","156,00","130,92B","1,46%"
"12.03.2020","155,60","174,98","174,98","153,68","147,13B","-14,40%"
"11.03.2020","181,77","191,50","191,50","180,85","58,79B","-2,92%"
"10.03.2020","187,25","185,50","198,50","173,90","101,03B","-9,15%"
"06.03.2020","206,10","213,00","213,00","204,18","62,61B","-4,30%"
"05.03.2020","215,35","217,88","218,90","214,63","25,44B","-0,20%"
"04.03.2020","215,77","214,18","219,00","213,50","28,91B","-0,23%"
"03.03.2020","216,28","218,65","220,95","214,18","50,77B","0,59%"
"02.03.2020","215,00","220,85","222,20","213,07","64,40B","-0,76%"
"28.02.2020","216,65","221,00","222,48","212,15","89,30B","-4,54%"
"27.02.2020","226,95","234,72","235,65","226,55","46,45B","-3,90%"
"26.02.2020","236,15","235,25","238,70","232,60","52,37B","-0,14%"
"25.02.2020","236,48","236,85","241,38","236,10","53,16B","-1,39%"
"21.02.2020","239,80","236,88","240,50","236,00","19,86B","0,95%"
"20.02.2020","237,55","238,00","238,92","237,55","12,63B","0,08%"
